Diluent,Optimal Content,Optimal Ionic Conductivity,R2_LOOCV,RMSE_LOOCV
FBn,66.70854271356784,6.7993058509006135,0.9877262372580865,0.14442867364009368
dFBn,64.44723618090453,7.122962766835333,0.9878423690475137,0.14992506239715742
tFBn,69.34673366834171,8.783908623292277,0.9973457430045903,0.10865101134315729
hFBn,21.105527638190956,3.7060182344117836,0.9582775582941712,0.0829849496785266
