Diluent,Optimal Content,Optimal Ionic Conductivity,R2_LOOCV,RMSE_LOOCV
FBn,71.23115577889448,6.85053095259463,0.9705656209060749,0.223661895145524
dFBn,67.8391959798995,7.1270340337608475,0.9743116858440306,0.21793027259693606
tFBn,75.0,9.213466057962453,0.9774657904117712,0.3165799837838069
hFBn,20.35175879396985,3.626052474549721,0.8834596995745807,0.13869236164470258
