Diluent,LUMO energy,HOMO energy,HOMO/LUMO gap,dielectric constant,molecular weight,viscosity coefficient,dipole moment
FBn,0.0483878874219954,0.05408861581236124,-0.11884070793166757,0.08128940965980291,0.09045661170966923,0.013514456572011113,0.002334803342819214
dFBn,0.07274215435609221,0.10723485937342048,-0.10063500143587589,0.13658566446974874,0.07634336594492197,-0.043647306971251965,0.03064068639650941
tFBn,0.3954175473190844,0.2676308653317392,0.15841065347194672,0.13658104510977864,0.14022218575701118,0.08204566268250346,-0.006935586221516132
hFBn,-0.516547589097172,-0.4289543405175209,0.06106505589559674,-0.3544561192393303,-0.3070221634116024,-0.05191281228326261,-0.02603990351781249
