Diluent,Optimal Content,Optimal Ionic Conductivity,R2_LOOCV,RMSE_LOOCV
FBn,65.20100502512564,6.666978531746037,0.9689257352793279,0.22980791979390208
dFBn,63.69346733668342,6.954764980158721,0.9587968178075175,0.2760038496108344
tFBn,68.59296482412061,8.589533690476197,0.974216049652225,0.33863903348550917
hFBn,25.251256281407038,3.619612539682539,0.8641356059201015,0.1497501633674278
