Diluent,Optimal Content,Optimal Ionic Conductivity,R2_LOOCV,RMSE_LOOCV
FBn,64.07035175879398,6.995738445691091,0.818167680223377,0.5559043861379993
dFBn,60.678391959799,7.287566955251107,0.7975215845636894,0.6118417760203785
tFBn,71.23115577889448,8.949371104429929,0.8630488399433633,0.7804501088397374
hFBn,28.26633165829146,3.830196670963778,0.9016106762893392,0.12743492403886
